,Module,Group,Quota,No. ofBidders,LowestBid,LowestSuccBid,HighestBid,Faculty,Student Type[Acct Type]
1877,SP1201,LECTURE SL8,15,23,147,251,597,SCIENCE,New Students [P]
1878,SP1201,LECTURE SL9,15,10,15,1,220,SCIENCE,New Students [P]
1879,SP1202,LECTURE SL1,7,1,1,1,1,SCIENCE,Returning Students [P]
1880,SP1202,LECTURE SL1,6,2,1,1,58,SCIENCE,New Students [P]
1881,SP1202,LECTURE SL2,5,1,100,1,100,SCIENCE,Returning Students [P]
1882,SP1202,LECTURE SL2,6,7,2,2,260,SCIENCE,New Students [P]
1883,SP1202,LECTURE SL3,8,1,1,1,1,SCIENCE,Returning Students [P]
1884,SP1202,LECTURE SL3,6,4,1,1,50,SCIENCE,New Students [P]
1885,SP1202,LECTURE SL4,9,0,0,0,0,SCIENCE,Returning Students [P]
1886,SP1202,LECTURE SL4,6,1,11,1,11,SCIENCE,New Students [P]
1887,SP1202,LECTURE SL5,8,1,1,1,1,SCIENCE,Returning Students [P]
1888,SP1202,LECTURE SL5,6,7,20,20,206,SCIENCE,New Students [P]
1889,SP1202,LECTURE SL6,5,0,0,0,0,SCIENCE,Returning Students [P]
1890,SP1202,LECTURE SL6,6,7,5,10,157,SCIENCE,New Students [P]
1891,SP1202,LECTURE SL7,9,1,113,1,113,SCIENCE,Returning Students [P]
1892,SP1202,LECTURE SL7,6,2,2,1,26,SCIENCE,New Students [P]
1893,SSA1201,LECTURE 1,330,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1894,SSA1202,LECTURE 1,100,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1895,SSA2202,LECTURE 1,295,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1896,SSA2204,LECTURE 1,80,41,1,1,348,ENGINEERING,New Students [P]
1897,SSA2204,LECTURE 1,270,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1898,SSA2209,LECTURE 1,100,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1899,SSA2211,LECTURE 1,2,2,1,1,200,ENGINEERING,Returning Students [P]
1900,SSA2211,LECTURE 1,80,39,1,1,500,ENGINEERING,New Students [P]
1901,SSA2211,LECTURE 1,345,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1902,SSA2214,LECTURE 1,100,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1903,SSA2218,LECTURE 1,120,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1904,SSA2220,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1905,SSA2220,LECTURE 2,50,10,1,1,170,ENGINEERING,New Students [P]
1906,SSA3201,LECTURE 1,25,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1907,SSA3203,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1908,SSB2216,SECTIONAL TEACHING BT1,40,46,1,1,598,ENGINEERING,New Students [P]
1909,SSB2216,SECTIONAL TEACHING SB11,40,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
1910,SSB2216,SECTIONAL TEACHING SB12,40,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
1911,SSB2216,SECTIONAL TEACHING SB21,40,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
1912,SSB2216,SECTIONAL TEACHING SB22,40,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
1913,SSB2216,SECTIONAL TEACHING SB23,40,0,0,0,0,SCHOOL OF BUSINESS,Reserved for [G] in later round
1914,SSD2210,LECTURE 1,100,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Reserved for [G] in later round
1915,ST1131,LECTURE SL1,30,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1916,ST1131,LECTURE SL1,1,7,1,1190,1190,SCIENCE,Returning Students [P]
1917,ST1131,LECTURE SL1,4,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
1918,ST1131,LECTURE SL1,15,2,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
1919,ST1131,LECTURE SL1,100,117,1,38,445,SCIENCE,New Students [P]
1920,ST1131,LECTURE SL1,150,125,1,1,250,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
1921,ST1131A,LECTURE SL1,11,1,300,1,300,SCHOOL OF BUSINESS,Returning Students [P]
1922,ST1232,LECTURE SL1,8,1,100,1,100,SCHOOL OF COMPUTING,Returning Students [P]
1923,ST1232,LECTURE SL1,40,2,1,1,1,SCHOOL OF COMPUTING,New Students [P]
1924,ST2131,LECTURE SL1,14,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1925,ST2131,LECTURE SL1,7,0,0,0,0,SCIENCE,Returning Students [P]
1926,ST2131,LECTURE SL1,33,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
1927,ST2131,LECTURE SL1,40,13,1,1,56,SCIENCE,New Students [P]
1928,ST2131,LECTURE SL1,5,3,100,1,120,SCHOOL OF COMPUTING,New Students [P]
1929,ST2131,LECTURE SL1,10,0,0,0,0,SCIENCE,Reserved for [G] in later round
1930,ST2132,LECTURE SL1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1931,ST2132,LECTURE SL1,8,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
1932,ST2132,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1933,ST2137,LECTURE SL1,31,2,1,1,10,SCIENCE,Returning Students [P]
1934,ST2137,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1935,ST2334,LECTURE SL1,29,0,0,0,0,SCIENCE,Returning Students [P]
1936,ST2334,LECTURE SL1,62,0,0,0,0,SCHOOL OF COMPUTING,Returning Students [P]
1937,ST2334,LECTURE SL1,20,0,0,0,0,SCIENCE,New Students [P]
1938,ST2334,LECTURE SL1,10,3,1,1,2,SCHOOL OF COMPUTING,New Students [P]
1939,ST2334,LECTURE SL1,40,0,0,0,0,SCIENCE,Reserved for [G] in later round
1940,ST3131,LECTURE SL1,15,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1941,ST3131,LECTURE SL1,22,3,10,1,100,SCIENCE,Returning Students [P]
1942,ST3131,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1943,ST3235,LECTURE SL1,75,1,1,1,1,SCIENCE,Returning Students [P]
1944,ST3235,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1945,ST3236,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1946,ST3242,LECTURE SL1,58,0,0,0,0,SCIENCE,Returning Students [P]
1947,ST3242,LECTURE SL1,20,0,0,0,0,SCIENCE,Reserved for [G] in later round
1948,ST3246,LECTURE SL1,60,1,1,1,1,SCIENCE,Returning Students [P]
1949,ST4231,LECTURE SL1,22,1,1,1,1,SCIENCE,Returning Students [P]
1950,ST4231,LECTURE SL1,10,0,0,0,0,SCIENCE,Reserved for [G] in later round
1951,ST4232,LECTURE SL1,17,1,1,1,1,SCIENCE,Returning Students [P]
1952,ST4232,LECTURE SL1,10,0,0,0,0,SCIENCE,Reserved for [G] in later round
1953,ST4233,LECTURE SL1,5,2,13,1,23,SCIENCE,Returning Students [P]
1954,ST4233,LECTURE SL1,10,0,0,0,0,SCIENCE,Reserved for [G] in later round
1955,ST4241,LECTURE SL1,10,1,1,1,1,SCIENCE,Returning Students [P]
1956,ST4241,LECTURE SL1,10,0,0,0,0,SCIENCE,Reserved for [G] in later round
1957,ST5206,LECTURE SL1,3,0,0,0,0,SCIENCE,Returning Students [P]
1958,ST5214,LECTURE SL1,2,0,0,0,0,SCIENCE,Returning Students [P]
1959,SW1101E,LECTURE 1,1,2,1118,2604,2604,ARTS & SOCIAL SCIENCES,Returning Students [P]
1960,SW1101E,LECTURE 1,127,134,1,15,589,ARTS & SOCIAL SCIENCES,New Students [P]
1961,SW1101E,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1962,SW1101E,LECTURE 2,4,6,200,773,779,ARTS & SOCIAL SCIENCES,Returning Students [P]
1963,SW1101E,LECTURE 2,127,130,1,1,500,ARTS & SOCIAL SCIENCES,New Students [P]
1964,SW1101E,LECTURE 2,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1965,SW2101,LECTURE 1,47,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1966,SW2103,LECTURE 1,47,3,1,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
1967,SW2104,LECTURE 1,91,34,1,1,1500,ARTS & SOCIAL SCIENCES,Returning Students [P]
1968,SW2104,LECTURE 1,40,2,1,1,10,ARTS & SOCIAL SCIENCES,New Students [P]
1969,SW2104,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1970,SW2105,LECTURE 1,34,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
1971,SW3101,LECTURE 1,54,18,1,1,706,ARTS & SOCIAL SCIENCES,Returning Students [P]
1972,SW3213,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1973,SW3215,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
1974,TC1401,LECTURE 1,60,0,0,0,0,ENGINEERING,Returning Students [P]
1975,TC1401,LECTURE 1,60,42,1,1,150,ENGINEERING,New Students [P]
1976,TC2111,LECTURE 1,28,5,1,1,15,ENGINEERING,Returning Students [P]
1977,TC2112,LECTURE 1,69,4,1,1,15,ENGINEERING,Returning Students [P]
1978,TC2113,LECTURE 1,29,3,1,1,9,ENGINEERING,Returning Students [P]
1979,TC2411,LECTURE 1,75,3,1,1,15,ENGINEERING,Returning Students [P]
1980,TC3114,LECTURE 1,21,3,1,1,9,ENGINEERING,Returning Students [P]
1981,TC4101,LECTURE 1,17,6,1,1,5,ENGINEERING,Returning Students [P]
1982,TC4118,LECTURE 1,132,4,1,1,1,ENGINEERING,Returning Students [P]
1983,TC4205,LECTURE 1,53,4,1,1,2,ENGINEERING,Returning Students [P]
1984,TC4220,LECTURE 1,42,2,1,1,2,ENGINEERING,Returning Students [P]
1985,TE2003,LECTURE 1,364,3,1,1,50,ENGINEERING,Returning Students [P]
1986,TE2101,LECTURE 1,146,0,0,0,0,ENGINEERING,Returning Students [P]
1987,TE2101,LECTURE 1,170,118,1,1,275,ENGINEERING,New Students [P]
1988,TE3201,LECTURE 1,46,1,1,1,1,ENGINEERING,Returning Students [P]
1989,TE4001,LECTURE 1,83,3,10,1,2000,ENGINEERING,Returning Students [P]
1990,TG1401,LECTURE 1,160,0,0,0,0,ENGINEERING,Returning Students [P]
1991,TG1401,LECTURE 1,300,165,1,1,275,ENGINEERING,New Students [P]
1992,TM1402,LECTURE 1,169,0,0,0,0,ENGINEERING,Returning Students [P]
1993,TM1402,LECTURE 1,50,80,1,2,400,ENGINEERING,New Students [P]
1994,TM2101,LECTURE 1,105,2,1,1,10,ENGINEERING,Returning Students [P]
1995,TM2101,LECTURE 1,50,0,0,0,0,ENGINEERING,New Students [P]
1996,TM2112,LECTURE 1,102,3,1,1,10,ENGINEERING,Returning Students [P]
1997,TM2112,LECTURE 1,50,10,1,1,100,ENGINEERING,New Students [P]
1998,TM2122,LECTURE 1,10,3,25,1,50,ENGINEERING,New Students [P]
1999,TM3211,LECTURE 1,27,0,0,0,0,ENGINEERING,Returning Students [P]
2000,TM3223,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
2001,TM3242,LECTURE 1,4,3,3,1,100,ENGINEERING,Returning Students [P]
2002,TM3261,LECTURE 1,31,2,3,1,5,ENGINEERING,Returning Students [P]
2003,TM3263,LECTURE 1,25,1,1,1,1,ENGINEERING,Returning Students [P]
2004,TM4101,LECTURE 1,193,0,0,0,0,ENGINEERING,Returning Students [P]
2005,TM4234,LECTURE 1,49,0,0,0,0,ENGINEERING,Returning Students [P]
2006,TM4245,LECTURE 1,11,4,2,1,100,ENGINEERING,Returning Students [P]
2007,TM4251,LECTURE 1,2,0,0,0,0,ENGINEERING,Returning Students [P]
2008,TM4254,LECTURE 1,1,3,5,7,7,ENGINEERING,Returning Students [P]
2009,TM4283,LECTURE 1,23,1,1,1,1,ENGINEERING,Returning Students [P]
2010,TP5025,LECTURE 1,5,0,0,0,0,ENGINEERING,Returning Students [P]
2011,TR2201,SECTIONAL TEACHING A1,57,13,1,1,500,SCHOOL OF BUSINESS,NUS Students [G]
2012,TR2201,SECTIONAL TEACHING A2,57,20,1,1,500,SCHOOL OF BUSINESS,NUS Students [G]
2013,TR2201,SECTIONAL TEACHING A3,58,13,1,1,361,SCHOOL OF BUSINESS,NUS Students [G]
2014,TR2202,SECTIONAL TEACHING B1,5,1,1,1,1,ENGINEERING,Returning Students [P]
2015,TR2202,SECTIONAL TEACHING B1,26,16,1,1,1500,SCHOOL OF BUSINESS,NUS Students [G]
2016,TR2202,SECTIONAL TEACHING B2,5,0,0,0,0,ENGINEERING,Returning Students [P]
2017,TR2202,SECTIONAL TEACHING B2,26,13,1,1,550,SCHOOL OF BUSINESS,NUS Students [G]
2018,TR3001,SECTIONAL TEACHING C1,5,1,800,1,800,ENGINEERING,Returning Students [P]
2019,TR3001,SECTIONAL TEACHING C1,51,10,1,1,800,SCHOOL OF BUSINESS,NUS Students [G]
2020,TR3001,SECTIONAL TEACHING C2,5,0,0,0,0,ENGINEERING,Returning Students [P]
2021,TR3001,SECTIONAL TEACHING C2,51,13,1,1,800,SCHOOL OF BUSINESS,NUS Students [G]
2022,TR3002,SECTIONAL TEACHING D1,37,22,1,1,1207,SCHOOL OF BUSINESS,NUS Students [G]
2023,TS1101E,LECTURE 1,134,152,5,35,500,ARTS & SOCIAL SCIENCES,New Students [P]
2024,TS1101E,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2025,TS2233,SEMINAR-STYLE MODULE CLASS 1,19,3,200,1,900,ARTS & SOCIAL SCIENCES,Returning Students [P]
2026,TS2233,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2027,TS2233,SEMINAR-STYLE MODULE CLASS 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2028,TS2238,LECTURE 1,26,23,1,1,3337,ARTS & SOCIAL SCIENCES,Returning Students [P]
2029,TS2238,LECTURE 1,5,1,1,1,1,ARTS & SOCIAL SCIENCES,New Students [P]
2030,TS2238,LECTURE 1,20,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2031,TS2240,LECTURE 1,18,16,6,1,961,ARTS & SOCIAL SCIENCES,Returning Students [P]
2032,TS2240,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2033,TS2240,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2034,TS3231,SEMINAR-STYLE MODULE CLASS 1,30,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
2035,TS3231,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2036,TS3231,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2037,TS3232,SEMINAR-STYLE MODULE CLASS 1,28,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P]
2038,TS3232,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2039,TS3232,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2040,TS3234,SEMINAR-STYLE MODULE CLASS 1,21,4,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
2041,TS3234,SEMINAR-STYLE MODULE CLASS 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2042,TS3234,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2043,TS3235,LECTURE 1,10,4,500,1,1540,ARTS & SOCIAL SCIENCES,Returning Students [P]
2044,TS3235,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
2045,TS3235,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Reserved for [G] in later round
2046,TS4217,SEMINAR-STYLE MODULE CLASS 1,29,3,1,1,200,ARTS & SOCIAL SCIENCES,Returning Students [P]
2047,TS4219,SEMINAR-STYLE MODULE CLASS 1,31,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
2048,TS4220,SEMINAR-STYLE MODULE CLASS 1,25,2,50,1,1000,ARTS & SOCIAL SCIENCES,Returning Students [P]
2049,TS4880A,SEMINAR-STYLE MODULE CLASS 1,29,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
2050,UAR2201,SEMINAR-STYLE MODULE CLASS 1,9,13,100,766,2056,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2051,UAR2205,SEMINAR-STYLE MODULE CLASS 1,35,11,1,1,2532,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2052,UAR2299A,SEMINAR-STYLE MODULE CLASS 1,35,12,1,1,300,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2053,UCV2203,SEMINAR-STYLE MODULE CLASS 1,35,26,1,1,2173,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2054,UCV2207,PACKAGED LECTURE 1,18,18,1,1,2000,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2055,UCV2207,PACKAGED LECTURE 2,17,17,88,1,2000,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2056,UD5221,LECTURE 1,51,3,1,1,21,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
2057,UIT2204,SEMINAR-STYLE MODULE CLASS 1,16,23,10,399,2000,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2058,UIT2205,PACKAGED LECTURE 1,18,8,1,1,250,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2059,UIT2205,PACKAGED LECTURE 2,17,4,10,1,714,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2060,ULS2202,PACKAGED LECTURE 1,15,18,94,250,2502,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2061,ULS2202,PACKAGED LECTURE 2,12,14,180,250,1000,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2062,UNL2201,PACKAGED LECTURE 1,18,6,2,1,303,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2063,UNL2201,PACKAGED LECTURE 2,17,5,1,1,100,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2064,UPC2203,SEMINAR-STYLE MODULE CLASS 1,35,40,4,51,900,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2065,UPI2201,PACKAGED LECTURE 1,6,10,1,700,2264,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2066,UPI2201,PACKAGED LECTURE 2,13,21,3,270,957,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2067,UQR2310,PACKAGED LECTURE 1,16,23,10,120,1200,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2068,UQR2310,PACKAGED LECTURE 2,9,11,20,250,2000,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2069,USC2001,LECTURE SL1,35,0,0,0,0,SCIENCE,Returning Students [P]
2070,USC3002,LECTURE SL1,35,0,0,0,0,SCIENCE,Returning Students [P]
2071,USE2305,PACKAGED LECTURE 1,18,11,1,1,1071,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2072,USE2305,PACKAGED LECTURE 2,17,9,1,1,1833,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2073,UWC2101H,SEMINAR-STYLE MODULE CLASS 1,12,16,120,250,400,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2074,UWC2101H,SEMINAR-STYLE MODULE CLASS 2,12,13,100,250,400,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2075,UWC2101I,SEMINAR-STYLE MODULE CLASS 1,12,8,1,1,51,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2076,UWC2101I,SEMINAR-STYLE MODULE CLASS 2,12,15,50,191,886,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2077,UWC2101J,SEMINAR-STYLE MODULE CLASS 1,12,13,19,55,400,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2078,UWC2101P,SEMINAR-STYLE MODULE CLASS 1,12,3,1,1,10,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2079,UWC2101P,SEMINAR-STYLE MODULE CLASS 2,12,5,20,1,200,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2080,UWC2101Q,SEMINAR-STYLE MODULE CLASS 1,12,13,50,55,350,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2081,UWC2101S,SEMINAR-STYLE MODULE CLASS 1,12,10,1,1,100,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
2082,UWC2101S,SEMINAR-STYLE MODULE CLASS 2,12,6,1,1,250,UNIVERSITY SCHOLARS PROGRAMME,NUS Students [G]
